road_key,road_id,nomor_ruas,canonical_name,display_name,source_ml_row_id,source_ml_name,norm_panjang_ruas,norm_lebar_ruas,norm_kondisi_sedang,norm_rusak_ringan,norm_rusak_berat,norm_permukaan_aspal_penmac,norm_permukaan_beton,norm_penduduk_dilayani,norm_desa_dilalui,norm_kecamatan_dilalui,norm_koneksi_jalan_provinsi,norm_koneksi_jalan_nasional,norm_jarak_rsud_cost,norm_jarak_puskesmas_cost,norm_jarak_sd_smp_cost,norm_jarak_pasar_cost,norm_jarak_ibukota_kabupaten_cost,label_top105
HSS-KAB-280,abc27152-f70c-54ab-8fd6-54481fd90e6b,280,Jl. Datar Belimbing - Muara Kitar,Datar Belimbing - Muara Kitar,45,Datar Belimbing - Muara Kitar,0.28152492668621704,0.0,0.2674897119341564,0.0411522633744856,0.6913580246913581,0.0,0.31378598616066994,0.08054066130473637,0.125,0.0,0.0,0.0,0.2530360498495522,0.6036368775615961,0.694673072387124,0.9144044854731834,0.3154242550331273,0
HSS-KAB-033,225e801a-bc33-57f7-a80b-766426140f31,033,Jl. DI. Panjaitan - Loklua,DI. Panjaitan - Loklua,275,DI. Panjaitan - Loklua,0.020527859237536656,0.13636363636363635,1.0,0.0,0.0,0.9999999547410654,0.0,0.24318588025022342,0.125,0.0,0.0,1.0,0.9651491220991226,0.9714985631507043,0.9956177920127122,0.9987118423288214,0.9895912684441315,1
HSS-KAB-236,8f465ce3-a291-562c-a5eb-c45a778afd47,236,Jl. Ds. Kapuh Tengah (Jl. Menuju Majelis Talim),Ds. Kapuh Tengah (Jl. Menuju Majelis Talim),250,Ds. Kapuh Tengah (Menuju Majelis Talim),0.03167155425219941,0.045454545454545456,0.0,0.0,0.0,0.9999999062820089,0.0,0.12388293118856121,0.125,0.0,0.0,0.0,0.9280017523431826,0.8538041173976539,0.9144165952850918,0.9909565611372261,0.9081372894194967,0
HSS-KAB-239,50ccdbe5-50f5-59ff-851b-743855036009,239,Jl. Firdaus - Ds. Kapuh,Firdaus - Ds. Kapuh,308,Firdaus - Ds. Kapuh,0.014076246334310849,0.0,0.0,0.0,0.0,0.9999999062820089,0.0,0.06076854334226988,0.0,0.0,0.0,0.0,0.919678122225937,0.8650586517171527,0.8861867341998436,0.9916330633742991,0.900436364412295,0
HSS-KAB-162,aac6a0a1-392d-5683-9835-022253f2e840,162,Jl. Galuntang Tayub - Ds. Madang,Galuntang Tayub - Ds. Madang,98,Galuntang Tayub - Ds. Madang,0.1348973607038123,0.0,0.0,0.0,0.0,0.0,0.0,0.03462913315460232,0.0,0.0,0.0,0.0,0.7257444576382563,0.6341734583313705,0.8422653408315023,0.9796361216514696,0.7849737007756404,0
HSS-KAB-052,48ca613e-c5b5-5a14-9973-4a48844b058a,052,Gambah Dalam - Rantauan,Gambah Dalam - Rantauan,151,Gambah Dalam - Rantauan,0.08563049853372433,0.0,0.6578947368421053,0.34210526315789475,0.0,0.9999999585667803,0.0,0.13516532618409294,0.125,0.0,1.0,0.0,0.8624087801616306,0.8980920525745513,0.8951001204176132,0.9900928810103642,0.9170310149473482,1
HSS-KAB-076,24150386-c3e8-5a17-bb02-f5e639e211d0,076,Gambah Dalam Barat - Mahulung,Gambah Dalam Barat - Mahulung,124,Gambah Dalam Barat - Mahulung,0.10909090909090909,0.0,0.41666666666666674,0.0,0.0,0.9999999683701756,0.0,0.10567470956210903,0.125,0.5,1.0,0.0,0.8198314522544126,0.7910679794601215,0.8423646543269648,0.9844226085971569,0.8776280553510654,0
HSS-KAB-053,d3a472da-a2de-594a-8aa2-74dd2b5fd3aa,053,Gambah Luar - Gambah Dalam,Gambah Luar - Gambah Dalam,164,Gambah Luar - Gambah Dalam,0.07214076246334311,0.0,1.0,0.0,0.0,0.9999999755897312,0.0,0.16744861483467383,0.125,0.0,1.0,1.0,0.8787632146274541,0.9050831488198992,0.9134607028912641,0.9899818768760265,0.9321661385483682,1
HSS-KAB-055,2381aeeb-cb36-55ca-9865-615f2af0197d,055,Gambah Luar - Sungai Kudung,Gambah Luar - Sungai Kudung,206,Gambah Luar - Sungai Kudung,0.04868035190615836,0.045454545454545456,0.7752808988764044,0.2247191011235955,0.0,0.9999999620915971,0.0,0.07115728328865058,0.0,0.0,0.0,1.0,0.8877209162910273,0.9326659443162011,0.9858974836443087,0.9920023220252591,0.9404559954763201,1
HSS-KAB-045,07dbf8cd-a0f2-5b73-9dbe-feedaeebfd26,045,Gambir - Sp. Empat Lungau,Gambir - Sp. Empat Lungau,80,Gambir - Sp. Empat Lungau,0.16950146627565982,0.0,0.5084745762711864,0.0,0.49152542372881347,0.47457623789703396,0.0,0.1524798927613941,0.125,0.0,0.0,0.0,0.8278645623177044,0.7472370094690723,0.796543890357901,0.9816169224670103,0.8737658568852756,0
HSS-KAB-330,a6a090b6-8d95-5246-b25f-9248fb373589,330,Jl. Gang Bidan (Ds. Tambak Bitin),Gang Bidan (Ds. Tambak Bitin),251,Gang Bidan (Ds. Tambak Bitin),0.029912023460410556,0.0,0.1754385964912281,0.0,0.8245614035087719,0.0,0.17543859117308402,0.11550491510277033,0.125,0.0,0.0,0.0,0.9441394496258978,0.9712677250671314,0.9218030365101237,0.9964739196919069,0.3850441165487736,0
HSS-KAB-220,050a2a8d-fa6e-5c77-9192-96c72d540428,220,Garunggang - Hantamangu,Garunggang - Hantamangu,180,Garunggang - Hantamangu,0.06451612903225805,0.0,0.6896551724137931,0.1724137931034483,0.1379310344827585,0.8620689437871468,0.0,0.01954870420017873,0.0,0.0,0.0,0.0,0.8253259704176802,0.8952089320205399,0.8565044132434546,0.9947309848785184,0.8135262298754922,0
HSS-KAB-232,a99848c6-3654-5bc6-ab60-f753ae7d86f0,232,Jl. Gerilya - Ds. Simpur,Gerilya - Ds. Simpur,259,Gerilya - Ds. Simpur,0.026979472140762465,0.0,0.0,0.0,0.0,0.999999982698216,0.0,0.07696604110813227,0.125,0.0,0.0,1.0,0.8191259035519535,0.9407641211664389,0.929388104726081,0.994102905363312,0.8077884112707914,0
HSS-KAB-297,0c6db211-c987-556e-b9c7-5a4c022ad0aa,297,Jl. Gerilya / (Depan PUSTU Habirau),Gerilya / (Depan PUSTU Habirau),326,Gerilya / (Depan PUSTU Habirau),0.010557184750733138,0.045454545454545456,0.0,0.0,1.0,0.9999999683701768,0.0,0.07071045576407507,0.0,0.0,0.0,0.0,0.9307248014203202,0.9690441418947566,0.9576055516243963,0.9940890298465198,0.3726296023642629,0
HSS-KAB-344,9293a73b-ae3e-51cd-b1ce-d056f93816a8,344,Jl. Goha - Ds. Amawang Kanan,Goha - Ds. Amawang Kanan,231,Goha - Ds. Amawang Kanan,0.037536656891495594,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.054959785522788206,0.0,0.0,0.0,0.0,0.9505700879630163,0.8747491402459132,0.8464613360147977,0.992896018576202,0.9550598000618805,0
HSS-KAB-196,afffb22f-d27b-5ab4-9b2c-8f299cd8c61d,196,Gumbil - Masimpan,Gumbil - Masimpan,39,Gumbil - Masimpan,0.28973607038123167,0.0,1.0,0.0,0.0,0.9999999460184349,0.0,0.10857908847184987,0.125,0.0,0.0,0.0,0.6223193184307305,0.8645545767183305,0.949747371295917,0.976375092031489,0.6892594607858827,0
HSS-KAB-226,6cb07bea-41d6-538e-beaf-4b568e24b1e4,226,Jl. Guru H. Izim - Ds. Pantai Ulin,Guru H. Izim - Ds. Pantai Ulin,248,Guru H. Izim - Ds. Pantai Ulin,0.03284457478005865,0.0,0.0,0.0,1.0,0.0,0.0,0.18286416443252904,0.25,0.0,0.0,0.0,0.8508202580094765,0.8836576058793046,0.8738097898278152,0.9864008608483887,0.8630434550672684,0
HSS-KAB-074,4cb75dc6-2c0d-5baa-8dbc-872af69a9343,074,Jl. H. Jarkasi - Ds. Sungai Paring,H. Jarkasi - Ds. Sungai Paring,346,H. Jarkasi - Ds. Sungai Paring,0.003519061583577712,0.0,1.0,0.0,0.0,0.9999999683701756,0.0,0.048927613941018765,0.0,0.0,0.0,1.0,0.9340842277584994,0.8859330098459509,0.9645947388675778,0.9928042702610863,0.954366311387084,1
HSS-KAB-230,5766eff4-e1cb-5a49-b98e-2a48b603bed0,230,Jl. H. Saim Garunggang - Kalimput,H. Saim Garunggang - Kalimput,228,H. Saim Garunggang - Kalimput,0.038123167155425214,0.0,0.0,0.0,0.0,0.9999999762405072,0.0,0.01954870420017873,0.0,0.0,0.0,0.0,0.8195570722034562,0.9290431996984971,0.8985140218241406,0.9940224840006796,0.8081874339852126,0
HSS-KAB-314,6cc3b8d8-7801-5a01-a5e7-2f0bfc2bdcc3,314,Jl. H.M. Thaib,H.M. Thaib,292,H.M. Thaib,0.01700879765395894,0.0,0.0,0.5714285714285715,0.4285714285714286,0.999999963048333,0.0,0.08176943699731903,0.0,0.0,1.0,0.0,0.9226847742128866,0.9087435812879823,1.0,0.993838987370448,0.3651890023365233,0
HSS-KAB-294,04ecc204-dbfe-5f2a-9069-f1229b858f77,294,Jl. Habib,Habib,300,Habib,0.015249266862170088,0.0,0.0,1.0,0.0,0.9999999683701756,0.0,0.06344950848972297,0.0,0.0,0.0,0.0,0.9474158702343759,0.9805012484100438,0.9906272888657157,0.99649062694682,0.3880762624161146,0
HSS-KAB-319,88bfad3b-da95-5f0c-b6b0-9d7714026c2a,319,Jl. Habib Ibrahim - Ds. Sei Mandala,Habib Ibrahim - Ds. Sei Mandala,343,Habib Ibrahim - Ds. Sei Mandala,0.006451612903225807,0.0,0.0,0.0,1.0,0.9999999354999689,0.0,0.03920911528150134,0.0,0.0,1.0,0.0,0.9588037952064191,0.9825411033118199,0.9906893598003799,0.9982746219629609,0.398613022650407,0
HSS-KAB-337,97827c64-94f0-56ea-8a4b-228423522d66,337,Jl. Hakurung Dalam - Ds. Sungai Haji,Hakurung Dalam - Ds. Sungai Haji,252,Hakurung Dalam - Ds. Sungai Haji,0.029912023460410556,0.0,0.2982456140350876,0.3508771929824562,0.3508771929824562,0.0,0.9999999696865792,0.059428060768543345,0.0,0.0,0.0,0.0,0.6608685627327331,0.5592876996278324,0.9826573808548409,0.9725553604802628,0.1205518036040073,0
HSS-KAB-213,f12038cb-bea1-5fa0-981a-7b78d1ccd290,213,Jl. Halaban,Halaban,111,Halaban,0.12082111436950146,0.045454545454545456,0.0,0.2830188679245283,0.7169811320754716,0.7547169811320754,0.0,0.08545576407506703,0.125,0.0,0.0,0.0,0.7990800198291466,0.8318462335704527,0.902424490707981,0.9915076173755452,0.8126876420318152,0
HSS-KAB-203,2fbc212a-0adc-5484-bbb5-a8547e4d85f9,203,Halayung - Hantarukung,Halayung - Hantarukung,125,Halayung - Hantarukung,0.10850439882697946,0.0,0.0,0.0,0.0,0.999999963494141,0.0,0.1358355674709562,0.125,0.0,0.0,0.0,0.8627154402185817,0.9079615583926132,0.828944918252579,0.9923721470238432,0.8740496537891155,0
HSS-KAB-266,e1065629-05f5-5f1c-8290-34fb3de88c1b,266,Halunuk - Riam Tajam/Talo - Hamak Umpaya,Halunuk - Riam Tajam/Talo - Hamak Umpaya,12,Halunuk - Riam Tajam/Talo - Hamak Umpaya,0.4527859237536657,0.0,0.5886889460154242,0.167095115681234,0.24421593830334187,0.7557840005165302,0.0,0.07506702412868632,0.25,0.5,0.0,1.0,0.5342756020797548,0.3410750459320676,0.9492135612578054,0.948944611202356,0.5756937554012098,0
HSS-KAB-198,b735ea45-4024-580e-9aa3-dfcf67e7959e,198,Hamak - Umbai,Hamak - Umbai,198,Hamak - Umbai,0.053372434017595304,0.0,0.0,0.0,0.6907216494845361,0.0,0.8247422083654871,0.003127792672028597,0.0,0.0,0.0,0.0,0.4074774328172375,0.08200405144391576,0.6364753640460318,0.9333720337543184,0.4583490701917229,0
HSS-KAB-197,a3a6bdd2-35f7-5669-a6a3-ef773df2472c,197,Hamak Timur - Umpaya,Hamak Timur - Umpaya,56,Hamak Timur - Umpaya,0.2422287390029326,0.0,0.5250596658711217,0.0,0.0,0.9999999323620019,0.0,0.054066130473637175,0.125,0.0,0.0,0.0,0.47252625632630474,0.21491496678758182,0.7569798766029819,0.9413609333408847,0.5185502885979792,0
HSS-KAB-199,7d3a8d39-4769-51d7-802b-851822de7d7f,199,Hamak Utara - Samaragi,Hamak Utara - Samaragi,307,Hamak Utara - Samaragi,0.014076246334310849,0.0,0.0,0.4866666666666666,0.5133333333333333,0.0,0.6999999421812644,0.012622877569258267,0.0,0.0,0.0,0.0,0.553888011436345,0.38114665284778826,0.9306915943540278,0.9513532876479583,0.5938460881904213,0
HSS-KAB-086,693065a1-f452-516c-90be-6137f1915ffb,086,Hamalau - Anjiran,Hamalau - Anjiran,204,Hamalau - Anjiran,0.04926686217008798,0.0,0.7777777777777777,0.2222222222222222,0.0,0.9999999725093875,0.0,0.15270330652368186,0.125,0.0,0.0,0.0,0.9799610334213348,0.8734017995948555,0.8934366193686145,0.9928153140397576,0.950395288544634,1
HSS-KAB-118,a3b89aaa-3431-5318-8420-deab2a7fb5e7,118,Hamalau - Asam Cangkok,Hamalau - Asam Cangkok,156,Hamalau - Asam Cangkok,0.08035190615835776,0.0,0.1398601398601399,0.0,0.0,0.999999982698216,0.0,0.12957998212689903,0.125,0.5,0.0,0.0,0.9676738797108634,0.8833608140575682,0.8239171725447841,0.993413660304695,0.9549040318364647,0
HSS-KAB-106,a72bd22a-b376-5cf6-a30c-1a4d4ab33a24,106,Hamalau - Ganda,Hamalau - Ganda,179,Hamalau - Ganda,0.06510263929618768,0.045454545454545456,0.170940170940171,0.8290598290598291,0.0,0.999999982698216,0.0,0.26988382484361034,0.25,1.0,0.0,0.0,0.9723798434419709,0.8794224336929383,0.9540054374138766,0.9931772101716033,0.9472905930928528,1
HSS-KAB-098,87d6be1f-0554-5bfd-883d-bb034356dcc4,098,Hamalau - Pahampangan,Hamalau - Pahampangan,223,Hamalau - Pahampangan,0.04222873900293255,0.045454545454545456,0.0,0.0,0.0,0.999999982698216,0.0,0.12365951742627346,0.125,0.0,0.0,1.0,0.963191570307006,0.8619070052291893,0.9123682544411754,0.9921243699382681,0.9393592164644881,0
HSS-KAB-102,8930f7ad-c381-5043-b7db-29f5cfb38876,102,Hamalau - Telaga Bidadari - Wasah Hilir,Hamalau - Telaga Bidadari - Wasah Hilir,42,Hamalau - Telaga Bidadari - Wasah Hilir,0.286217008797654,0.045454545454545456,0.7165991902834008,0.2834008097165992,0.0,0.9999999344353471,0.0,0.31032171581769435,0.375,0.5,0.0,1.0,0.9264799806319964,0.8789560465444952,0.9335096147877795,0.9927125219459705,0.90673110776814,1
HSS-KAB-334,9ec62650-c12f-5176-83de-37c9447cd224,334,Jl. Hamayung - Hakurung Dalam,Hamayung - Hakurung Dalam,59,Hamayung - Hakurung Dalam,0.23695014662756597,0.0,0.09756097560975611,0.48585365853658535,0.4165853658536585,0.0,0.5834146227105871,0.14488382484361037,0.125,0.0,1.0,0.0,0.6022227089842174,0.4397465492061996,0.9891003438729781,0.9733567423684658,0.06861910401263205,0
HSS-KAB-298,7687a261-e161-5c15-a025-706cb87b12a5,298,Jl. Harapan (SDN Habirau II)/ Sei. Palangan,Harapan (SDN Habirau II)/ Sei. Palangan,334,Harapan (SDN Habirau II)/ Sei. Palangan,0.00879765395894428,0.0,0.0,0.0,0.0,0.9999999772399152,0.0,0.06735924932975872,0.0,0.0,0.0,0.0,0.9250850232300758,0.9575257926226033,1.0,0.9936229257518264,0.3674102999071792,0
HSS-KAB-277,668ca814-6d80-53ea-9743-b74a4be442c0,277,Jl. Haratai 2 (Balai Ujung Atas) SDN Haratai2,Haratai 2 (Balai Ujung Atas) SDN Haratai2,92,Haratai 2 (Balai Ujung Atas) SDN Haratai2,0.15483870967741936,0.0,0.6155555555555555,0.0,0.3844444444444445,0.0,0.8748147618689214,0.04054959785522788,0.125,0.0,0.0,0.0,0.05793569361662887,0.774758562208508,0.8860253497697168,0.8904434501897265,0.13486754366311382,0
HSS-KAB-276,244fb471-86e0-57f9-9fec-40609f852022,276,Jl. Haratai 3 (Balai Kedayang) / SDN Haratai 3,Haratai 3 (Balai Kedayang) / SDN Haratai 3,36,Haratai 3 (Balai Kedayang) / SDN Haratai 3,0.3043988269794721,0.0,0.3047619047619048,0.3047619047619048,0.1914285714285714,0.0,0.8556303489125625,0.01083556747095621,0.0,0.0,0.0,0.0,0.0,0.6563857351486315,0.8528546422852036,0.8833281418134451,0.08125126695046347,0
HSS-KAB-110,52400d20-92c7-57ae-a238-f984bdfe2dc1,110,Jl. Haritas (PT. Pertani),Haritas (PT. Pertani),245,Haritas (PT. Pertani),0.03401759530791789,0.0,0.0,0.0,0.0,0.9999999683701768,0.0,0.03194816800714924,0.125,0.0,0.0,1.0,0.8518232439100311,0.9070193621331324,1.0,0.9906164693889109,0.8318087251544346,0
HSS-KAB-119,e8eff519-4cda-5bc0-af7f-7a0bb91dc34c,119,Hariti - Sungai Raya Selatan,Hariti - Sungai Raya Selatan,93,Hariti - Sungai Raya Selatan,0.15249266862170088,0.0,0.1503759398496241,0.112781954887218,0.7368421052631579,0.300751853759778,0.0,0.10243521000893654,0.25,0.0,0.0,1.0,0.8182105348105279,0.8383426767795732,0.7732424614849851,0.9893773007872232,0.8007041577313319,0
HSS-KAB-273,32f76ce5-ea76-5291-8acb-1320f840bd3c,273,Hulu Banyu - Datar Mangkung - Tumingki,Hulu Banyu - Datar Mangkung - Tumingki,19,Hulu Banyu - Datar Mangkung - Tumingki,0.40703812316715543,0.0,0.7714285714285716,0.22857142857142862,0.0,0.0,0.9999999571382328,0.011170688114387846,0.0,0.0,0.0,0.0,0.1802976677695668,0.8469920384416074,0.7560115700222214,0.9054712012233108,0.2481067759178056,0
HSS-KAB-268,8c94e692-937e-5a11-bb39-fcb470eb33ae,268,Jl. Hulu Banyu - Pantai Langsat,Hulu Banyu - Pantai Langsat,131,Hulu Banyu - Pantai Langsat,0.10146627565982404,0.0,0.11173184357541899,0.0,0.0,0.9999999673295918,0.0,0.03753351206434316,0.0,0.0,1.0,0.0,0.36115331849990207,0.5207754275215528,0.8972974315047236,0.9276827886957014,0.41547866722145754,0
HSS-KAB-099,0a2d6773-c22f-596d-8dfc-5f5641d14fb0,099,Ida Manggala - Padang Makmur,Ida Manggala - Padang Makmur,67,Ida Manggala - Padang Makmur,0.2129032258064516,0.045454545454545456,0.2710027100271003,0.32520325203252026,0.40379403794037944,0.7588075353475076,0.0,0.1016532618409294,0.125,0.5,0.0,1.0,0.7671758453326569,0.7683893154944175,0.6429555696249674,0.9859911083423005,0.7534743782607304,0
HSS-KAB-296,60fb7997-9fa2-58e6-93dc-a8d122ec5076,296,Jl. Inst. PDAM Negara,Inst. PDAM Negara,321,Inst. PDAM Negara,0.011730205278592375,0.045454545454545456,1.0,0.0,0.0,0.999999982698216,0.0,0.07071045576407507,0.0,0.0,0.0,0.0,0.9384858371473698,0.9849013049418194,0.9634029769220265,0.9954856430877272,0.37981201122384745,0
HSS-KAB-029,10dca42e-3d77-5119-a93c-725df44e12e5,029,Jl. Jafri Zamzam,Jafri Zamzam,187,Jafri Zamzam,0.05923753665689149,0.0,0.6261682242990653,0.37383177570093457,0.0,0.9999998969977975,0.0,0.17973637176050045,0.25,0.0,0.0,0.0,0.947441233096229,0.9005087859801196,0.9143421101634949,0.9944444129806875,0.9667274802889181,1
HSS-KAB-159,713c55c3-7321-5d4b-b20c-5c86afd346db,159,Jambu Hulu - Paku Pantai,Jambu Hulu - Paku Pantai,142,Jambu Hulu - Paku Pantai,0.09149560117302052,0.0,1.0,0.0,0.0,0.9999999430749958,0.0,0.046134941912421804,0.0,0.0,0.0,0.0,0.878541866014918,0.8692655580157347,0.8830459449058384,0.9897638330407204,0.8889436567124369,0
HSS-KAB-233,a3f72fd6-5c93-543d-b1a3-5c371e0f87db,233,Jl. Jangkang - Ds. Wasah Hilir,Jangkang - Ds. Wasah Hilir,294,Jangkang - Ds. Wasah Hilir,0.016422287390029325,0.0,0.0,0.0,0.0,0.9999999354999689,0.0,0.06601876675603217,0.0,0.0,0.0,1.0,0.8585190394392501,0.9427238893861591,0.9445706553449282,0.998941213116611,0.844244577452016,0
HSS-KAB-062,857c0452-caaf-53cb-ac8d-b7ceafe46795,062,Jangkang - Pantai Ulin,Jangkang - Pantai Ulin,136,Jangkang - Pantai Ulin,0.09560117302052785,0.0,0.23668639053254442,0.0,0.2899408284023668,0.6751478696892089,0.0,0.2158176943699732,0.25,0.5,0.0,0.0,0.8421323249674317,0.778894803787629,0.8799672265464973,0.9833692020161975,0.8869698812534008,0
HSS-KAB-127,7b352196-43db-5108-bf58-bbee336aab23,127,Jarau - Parandakan,Jarau - Parandakan,230,Jarau - Parandakan,0.037536656891495594,0.0,0.0,0.2857142857142858,0.7142857142857143,0.999999963048333,0.0,0.03853887399463807,0.0,0.0,0.0,0.0,0.7782409702447516,0.8463136571347811,0.9101088724194009,0.9908489550886334,0.7637145387233407,0
HSS-KAB-034,547c295f-812c-5b92-957f-692ec143c67f,034,Jl. Jend. Sudirman,Jend. Sudirman,96,Jend. Sudirman,0.13958944281524927,0.36363636363636365,1.0,0.0,0.0,0.9999999225674289,0.0,0.18286416443252904,0.125,0.5,0.0,1.0,0.9981646510877209,0.912992886418241,0.9020148225391978,0.9951951067565271,0.9683278387692177,1
HSS-KAB-284,51891d22-5d29-5123-b6e3-af334f4222f1,284,Jl. Kacang Parang (Ulang) - Balai Mawak-Kias,Kacang Parang (Ulang) - Balai Mawak-Kias,117,Kacang Parang (Ulang) - Balai Mawak-Kias,0.11847507331378299,0.0,0.0,0.8653846153846154,0.1346153846153846,0.0,0.9999999938180133,0.21916890080428955,0.125,0.5,0.0,0.0,0.0824638867432933,0.21934800018843914,0.5798542574454086,0.8934558532026958,0.1575670283476831,0
HSS-KAB-285,f186d2a6-578c-5e2e-9c76-3a4a7f93d5ee,285,Jl. Kacang Parang (Ulang) - Balai Wariung,Kacang Parang (Ulang) - Balai Wariung,213,Kacang Parang (Ulang) - Balai Wariung,0.04516129032258064,0.0,0.2409638554216868,0.7590361445783131,0.0,0.0,0.999999977245824,0.014298480786416443,0.0,0.0,0.0,0.0,0.1212229510842624,0.29853959579780465,0.7885367397862277,0.8982160049838591,0.19343853023077173,0
HSS-KAB-134,a518967c-6c1c-5dc6-af2e-5decaaff6cc9,134,Jl. Kalaka Dayuh - Ds. Sungai Raya Utara,Kalaka Dayuh - Ds. Sungai Raya Utara,272,Kalaka Dayuh - Ds. Sungai Raya Utara,0.021700879765395892,0.0,0.0,0.0,1.0,0.0,0.0,0.014298480786416443,0.0,0.0,0.0,0.0,0.917132613181771,0.9356762613652424,0.9643588693158541,0.9879770062864587,0.8922510642383894,0
HSS-KAB-065,5eaccb15-756e-5bc5-a204-11acf56231df,065,Jl. Kalaka Indah - Perumnas Tibung,Kalaka Indah - Perumnas Tibung,276,Kalaka Indah - Perumnas Tibung,0.020527859237536656,0.045454545454545456,1.0,0.0,0.0,0.9999999547410654,0.0,0.02848525469168901,0.0,0.0,0.0,0.0,0.9698573915449441,0.903297686908183,0.8670564721363574,0.9946123350512545,0.958106882608371,1
HSS-KAB-215,cab57aaf-7702-5061-885e-d9caf5cf366f,215,Jl. Kalimput Desa Wasah Hilir,Kalimput Desa Wasah Hilir,205,Kalimput Desa Wasah Hilir,0.04926686217008798,0.045454545454545456,0.0,0.0,0.0,0.9999999725093875,0.0,0.07808310991957104,0.0,0.0,0.0,0.0,0.8511130837781441,0.9055165590992604,0.9953446799001899,0.9978980007928867,0.8373907755337195,0
HSS-KAB-144,2e096bf6-9d98-55eb-bc95-1a313f19daa3,144,Kaliring - Sp. Padang Batung,Kaliring - Sp. Padang Batung,51,Kaliring - Sp. Padang Batung,0.26041055718475076,0.0,0.7555555555555555,0.1111111111111111,0.1333333333333333,0.9999999460184349,0.0,0.10098302055406613,0.125,0.0,0.0,1.0,0.83211630025017,0.8907146558628162,0.8252082479857982,0.9919703233844934,0.8834149516158286,1
HSS-KAB-247,1cb9eef9-1442-5ac8-946f-bec991f6f8b0,247,Kalumpang - Balimau,Kalumpang - Balimau,37,Kalumpang - Balimau,0.3020527859237537,0.045454545454545456,0.0,0.0,0.0,0.99999993869656,0.0,0.09092940125111706,0.125,0.0,0.0,1.0,0.6391879272777579,0.8689216563810241,0.8377962335356846,0.9853420739649997,0.6412657768673515,0
HSS-KAB-252,7a84a9e6-3ebe-54f8-a72d-2bd982fabe4d,252,Kalumpang - Baruh,Kalumpang - Baruh,91,Kalumpang - Baruh,0.1560117302052786,0.0,0.0,0.0,0.0,0.9999999354999689,0.0,0.1264521894548704,0.5,0.0,0.0,1.0,0.6884172421346306,0.9244688368587177,0.8490310727098929,0.9908172396216798,0.6868247820845204,0
HSS-KAB-248,75b24e37-8de4-5864-b85c-e41322459b08,248,Kalumpang (Ds. Balanti) - Teratai,Kalumpang (Ds. Balanti) - Teratai,29,Kalumpang (Ds. Balanti) - Teratai,0.3302052785923754,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.06456657730116175,0.125,0.0,0.0,0.0,0.6257778905016083,0.8415178781740237,0.6000273112112522,0.9836948519000963,0.628853396494148,0
HSS-KAB-255,c9f91732-e62d-567f-9aa0-d63d7fd6200e,255,Kalumpang Selatan - Ds. Asam Tamiyang,Kalumpang Selatan - Ds. Asam Tamiyang,219,Kalumpang Selatan - Ds. Asam Tamiyang,0.04457478005865102,0.0,0.0,0.0,1.0,0.0,0.9999999658608635,0.04825737265415549,0.125,0.0,0.0,0.0,0.7196181736433751,0.7519951005794507,0.863940511216218,0.9828147476921334,0.7152919587320894,0
HSS-KAB-014,4c3861ad-7fa1-5951-953e-3a582417ab46,014,Jl. Kamboja,Kamboja,335,Kamboja,0.00879765395894428,0.09090909090909091,1.0,0.0,0.0,0.9999999772399152,0.0,0.07361483467381591,0.125,0.0,0.0,0.0,0.9229729885521265,0.9947048570217176,0.9894479411070972,0.9952319193520983,0.9730798365500539,1
HSS-KAB-333,c636da74-786c-5f4c-9dcb-380f5f9df3e3,333,Jl. Kaminting Batu,Kaminting Batu,293,Kaminting Batu,0.01700879765395894,0.0,0.0,0.4285714285714286,0.5714285714285715,0.999999963048333,0.0,0.11215370866845398,0.0,0.0,0.0,0.0,0.9265376234998444,0.9411033118198521,1.0,0.9943118876366314,0.36875246721932375,0
HSS-KAB-332,976acc69-e1ac-5a83-89ab-fdb28fbbc698,332,Jl. Kampung Kawat,Kampung Kawat,298,Kampung Kawat,0.015835777126099706,0.0,0.0,0.0,1.0,0.9999999062820089,0.0,0.08791331546023234,0.0,0.0,0.0,0.0,0.9294681869012347,0.9332029961841052,0.9733094980944224,0.9946720847256045,0.3714666752019119,0
HSS-KAB-049,8d5f78c7-6aa4-51d9-be11-07f0c5ee8033,049,Kandangan Hulu - Sp. Tabihi,Kandangan Hulu - Sp. Tabihi,171,Kandangan Hulu - Sp. Tabihi,0.06979472140762463,0.045454545454545456,0.0,0.8400000000000002,0.0,0.9999999460184349,0.0,0.47374888293118855,0.25,0.5,0.0,1.0,0.9256383947614162,0.9102134074527723,0.8818169403994885,0.9969550319986408,0.9727853705896787,1
HSS-KAB-307,d4368431-c828-509e-8f56-7f223d08d29c,307,Jl. Kantor Camat Daha Selatan II,Kantor Camat Daha Selatan II,301,Kantor Camat Daha Selatan II,0.015249266862170088,0.09090909090909091,0.0,0.0,0.0,0.9999999683701756,0.0,0.08768990169794459,0.0,0.0,1.0,0.0,0.9652920764113856,0.9449380505959392,0.9384008044393133,0.9972005436937192,0.4046197014797981,0
